movie_id,genre
591,Comedy
591,Romance
592,Animation
592,Drama
592,Romance
592,Fantasy
593,Action
593,Adventure
593,Fantasy
594,Horror
594,Drama
594,Mystery
595,Animation
595,Adventure
595,Comedy
595,Family
595,Drama
595,Western
596,Action
596,Animation
596,Science Fiction
597,Drama
597,Mystery
597,Thriller
598,Science Fiction
598,Action
598,Adventure
599,Fantasy
599,Adventure
599,Action
600,Action
600,Thriller
600,Crime
601,Animation
601,Family
601,Fantasy
601,Adventure
602,Drama
602,Romance
603,Fantasy
603,Action
603,Adventure
604,Animation
604,Comedy
604,Family
604,Adventure
605,Horror
605,Thriller
606,Science Fiction
606,Drama
606,Thriller
607,Adventure
607,Animation
607,Comedy
607,Family
608,Action
608,Animation
608,Science Fiction
609,Animation
609,Adventure
609,Comedy
609,Family
609,Action
609,Fantasy
610,Romance
610,Drama
611,Animation
611,Drama
612,Horror
612,Thriller
613,Comedy
613,Fantasy
614,Animation
614,Family
614,Action
615,Romance
615,Action
615,Drama
616,Comedy
617,Science Fiction
617,Crime
618,Family
618,Animation
618,Fantasy
618,Adventure
618,Comedy
618,Music
619,Adventure
619,Family
619,Science Fiction
620,Mystery
620,Thriller
620,Action
620,Science Fiction
621,Thriller
621,Horror
621,Science Fiction
622,Thriller
622,Drama
623,Documentary
624,Family
624,Animation
624,Adventure
624,Comedy
625,Comedy
625,Romance
626,Action
626,Adventure
626,Fantasy
627,Romance
627,Fantasy
627,Family
627,Drama
628,Drama
628,Comedy
628,Romance
629,Animation
630,Drama
630,Romance
631,Animation
631,Action
631,Adventure
631,Comedy
632,Action
632,Drama
632,Thriller
633,Science Fiction
633,Action
633,Adventure
634,Animation
634,Adventure
634,Comedy
634,Fantasy
635,Adventure
635,Action
636,Horror
636,Mystery
636,Science Fiction
637,Horror
637,Thriller
638,Action
638,Adventure
638,Science Fiction
639,Action
639,Comedy
639,Fantasy
640,Thriller
640,Horror
641,Action
641,Science Fiction
641,Adventure
642,Drama
642,Crime
643,Action
643,Mystery
643,Thriller
644,Action
644,Comedy
645,Comedy
645,Romance
645,Drama
646,Action
646,Crime
646,Drama
647,Drama
647,Crime
648,Fantasy
648,Action
648,Adventure
648,Animation
648,Comedy
648,Family
649,Fantasy
649,Animation
649,Family
650,Animation
650,Science Fiction
650,Action
650,Drama
651,War
651,Action
652,Family
652,Animation
652,Comedy
652,Adventure
653,Documentary
654,Animation
654,Comedy
654,Family
655,Action
655,Science Fiction
655,Drama
656,Adventure
656,History
656,War
656,Action
657,Animation
657,Thriller
658,Crime
658,Horror
658,Mystery
659,Crime
659,Mystery
659,Thriller
660,Drama
660,Mystery
661,Adventure
661,Animation
661,Drama
661,Family
661,Fantasy
661,Romance
662,Science Fiction
662,Horror
662,Mystery
663,Action
663,Adventure
663,Fantasy
664,Family
664,Comedy
664,Animation
664,Adventure
665,Thriller
665,Horror
666,Action
667,Horror
668,Science Fiction
668,Adventure
668,Mystery
669,Horror
669,Drama
669,Science Fiction
670,Action
670,Adventure
670,Fantasy
671,Animation
671,Comedy
671,Family
671,Science Fiction
672,Action
672,Crime
673,Action
673,Adventure
674,Drama
674,Romance
675,Drama
675,Romance
676,Drama
677,Action
